"Data","Czas","Szerokość","Długość geograficzna","Typ lokalizacji","PRĘDKOŚĆ (KPH)","POZIOM BATERII(%)","Połącz"
"18/08/2022","08:45:17",50.81792594,19.1120267,"gps",0,49,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:45:27",50.81792594,19.1120267,"gps",0,49,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:45:37",50.81792594,19.1120267,"gps",0,53,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:45:47",50.81792594,19.1120267,"gps",0,53,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:45:57",50.81792594,19.1120267,"gps",0,53,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:46:07",50.81792594,19.1120267,"gps",0,53,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:46:17",50.81792594,19.1120267,"gps",0,53,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:46:27",50.81792594,19.1120267,"gps",0,53,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:46:37",50.81792594,19.1120267,"gps",0,53,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:46:47",50.81792594,19.1120267,"gps",0,53,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:46:57",50.81792594,19.1120267,"gps",0,53,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:47:07",50.81792594,19.1120267,"gps",0,53,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:47:18",50.81792594,19.1120267,"gps",0,53,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:47:28",50.81792594,19.1120267,"gps",0,53,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:47:38",50.81792594,19.1120267,"gps",0,54,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:47:48",50.81792594,19.1120267,"gps",0,54,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:47:58",50.81792594,19.1120267,"gps",0,54,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:48:08",50.81792594,19.1120267,"gps",0,54,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:48:18",50.81792594,19.1120267,"gps",0,54,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:48:28",50.81792594,19.1120267,"gps",0,54,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:48:38",50.81792594,19.1120267,"gps",0,55,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:48:48",50.81792594,19.1120267,"gps",0,55,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:48:58",50.81792594,19.1120267,"gps",0,55,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:49:08",50.81792594,19.1120267,"gps",0,55,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:49:18",50.81792594,19.1120267,"gps",0,55,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:49:28",50.81792594,19.1120267,"gps",0,55,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:49:38",50.81792594,19.1120267,"gps",0,56,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:49:48",50.81792594,19.1120267,"gps",0,56,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:49:58",50.81792594,19.1120267,"gps",0,56,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:50:08",50.81792594,19.1120267,"gps",0,56,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:50:19",50.81792594,19.1120267,"gps",0,56,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:50:29",50.81792594,19.1120267,"gps",0,56,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:50:39",50.81792594,19.1120267,"gps",0,56,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:50:49",50.81792594,19.1120267,"gps",0,56,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:50:59",50.81792594,19.1120267,"gps",0,56,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:51:09",50.81792594,19.1120267,"gps",0,56,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:51:19",50.81792594,19.1120267,"gps",0,56,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:51:29",50.81792594,19.1120267,"gps",0,56,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:51:39",50.81792594,19.1120267,"gps",0,57,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:51:49",50.81792594,19.1120267,"gps",0,57,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:51:59",50.81792594,19.1120267,"gps",0,57,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:52:09",50.81792594,19.1120267,"gps",0,57,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:52:19",50.81792594,19.1120267,"gps",0,57,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:52:29",50.81792594,19.1120267,"gps",0,57,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:52:39",50.81792594,19.1120267,"gps",0,53,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:52:49",50.81792594,19.1120267,"gps",0,53,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:52:59",50.81792594,19.1120267,"gps",0,53,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:53:09",50.81792594,19.1120267,"gps",0,53,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:53:19",50.81792594,19.1120267,"gps",0,53,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:53:29",50.81792594,19.1120267,"gps",0,53,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:53:39",50.81792594,19.1120267,"gps",0,58,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:53:49",50.81792594,19.1120267,"gps",0,58,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:53:59",50.81792594,19.1120267,"gps",0,58,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:54:09",50.81792594,19.1120267,"gps",0,58,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:54:20",50.81792594,19.1120267,"gps",0,58,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:54:30",50.81792594,19.1120267,"gps",0,58,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:54:40",50.81792594,19.1120267,"gps",0,59,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:54:50",50.81792594,19.1120267,"gps",0,59,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:55:00",50.81792594,19.1120267,"gps",0,59,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:55:10",50.81792594,19.1120267,"gps",0,59,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:55:20",50.81792594,19.1120267,"gps",0,59,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:55:30",50.81792594,19.1120267,"gps",0,59,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:55:40",50.81792594,19.1120267,"gps",0,55,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:55:50",50.81792594,19.1120267,"gps",0,55,"=HYPERLINK(""https://maps.google.com/maps?q=50.81792594,19.1120267"")"
"18/08/2022","08:56:00",50.81803322,19.11194087,"gps",0,55,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:56:10",50.81803322,19.11194087,"gps",0,55,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:56:20",50.81803322,19.11194087,"gps",0,55,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:56:30",50.81803322,19.11194087,"gps",0,55,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:56:40",50.81803322,19.11194087,"gps",0,58,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:56:50",50.81803322,19.11194087,"gps",0,58,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:57:00",50.81803322,19.11194087,"gps",0,58,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:57:10",50.81803322,19.11194087,"gps",0,58,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:57:20",50.81803322,19.11194087,"gps",0,58,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:57:30",50.81803322,19.11194087,"gps",0,58,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:57:40",50.81803322,19.11194087,"gps",0,62,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:57:50",50.81803322,19.11194087,"gps",0,62,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:58:00",50.81803322,19.11194087,"gps",0,62,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:58:10",50.81803322,19.11194087,"gps",0,62,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:58:21",50.81803322,19.11194087,"gps",0,62,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:58:31",50.81803322,19.11194087,"gps",0,62,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:58:41",50.81803322,19.11194087,"gps",0,64,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:58:51",50.81803322,19.11194087,"gps",0,64,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:59:01",50.81803322,19.11194087,"gps",0,64,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:59:11",50.81803322,19.11194087,"gps",0,64,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:59:21",50.81803322,19.11194087,"gps",0,64,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:59:31",50.81803322,19.11194087,"gps",0,64,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:59:41",50.81803322,19.11194087,"gps",0,65,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","08:59:51",50.81803322,19.11194087,"gps",0,65,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:00:01",50.81803322,19.11194087,"gps",0,65,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:00:11",50.81803322,19.11194087,"gps",0,65,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:01:21",50.81803322,19.11194087,"gps",0,67,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:01:31",50.81803322,19.11194087,"gps",0,69,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:01:41",50.81803322,19.11194087,"gps",0,69,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:01:51",50.81803322,19.11194087,"gps",0,69,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:02:01",50.81803322,19.11194087,"gps",0,69,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:02:11",50.81803322,19.11194087,"gps",0,69,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:02:22",50.81803322,19.11194087,"gps",0,69,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:02:32",50.81803322,19.11194087,"gps",0,70,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:02:42",50.81803322,19.11194087,"gps",0,70,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:02:52",50.81803322,19.11194087,"gps",0,70,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:03:02",50.81803322,19.11194087,"gps",0,70,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:03:12",50.81803322,19.11194087,"gps",0,70,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:03:22",50.81803322,19.11194087,"gps",0,70,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:03:32",50.81803322,19.11194087,"gps",0,72,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:03:42",50.81803322,19.11194087,"gps",0,72,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:03:52",50.81803322,19.11194087,"gps",0,72,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:04:02",50.81803322,19.11194087,"gps",0,72,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:04:12",50.81803322,19.11194087,"gps",0,72,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:04:22",50.81803322,19.11194087,"gps",0,72,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:04:32",50.81803322,19.11194087,"gps",0,69,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:04:42",50.81803322,19.11194087,"gps",0,69,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:04:52",50.81803322,19.11194087,"gps",0,69,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:05:02",50.81803322,19.11194087,"gps",0,69,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:05:12",50.81803322,19.11194087,"gps",0,69,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:05:22",50.81803322,19.11194087,"gps",0,69,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:05:32",50.81803322,19.11194087,"gps",0,74,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:05:42",50.81803322,19.11194087,"gps",0,74,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:05:52",50.81803322,19.11194087,"gps",0,74,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:06:02",50.81803322,19.11194087,"gps",0,74,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:06:12",50.81803322,19.11194087,"gps",0,74,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:06:23",50.81803322,19.11194087,"gps",0,74,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:06:33",50.81803322,19.11194087,"gps",0,74,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:06:43",50.81803322,19.11194087,"gps",0,74,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:06:53",50.81803322,19.11194087,"gps",0,74,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:07:03",50.81803322,19.11194087,"gps",0,74,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
"18/08/2022","09:07:13",50.81803322,19.11194087,"gps",0,74,"=HYPERLINK(""https://maps.google.com/maps?q=50.81803322,19.11194087"")"
